"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"23","Ln Th2/IL-10","LAZ Year 2","521","0.5","1.21","-1.33","-1.32","0.02 (-0.07, 0.11)","0.73","0.97","-1.54","-1.55","-0.01 (-0.06, 0.04)","0.77","0.93"
"24","","WAZ Year 2","523","0.5","1.21","-1.46","-1.48","-0.02 (-0.1, 0.07)","0.68","0.97","-1.57","-1.6","-0.03 (-0.07, 0.01)","0.17","0.58"
"25","","WLZ Year 2","521","0.5","1.21","-0.97","-1.03","-0.06 (-0.14, 0.02)","0.17","0.64","-1.14","-1.17","-0.03 (-0.09, 0.02)","0.22","0.58"
"26","","HCZ Year 2","521","0.5","1.21","-1.82","-1.79","0.03 (-0.05, 0.11)","0.51","0.97","-2","-1.94","0.06 (-0.05, 0.17)","0.28","0.61"
"27","","","","","","","","","","","","","","",""
"28","Ln Th17/IL-10","LAZ Year 2","515","0.35","1.07","-1.32","-1.36","-0.04 (-0.13, 0.05)","0.35","0.94","-1.53","-1.53","0 (-0.04, 0.04)","0.84","0.93"
"29","","WAZ Year 2","517","0.34","1.07","-1.46","-1.53","-0.07 (-0.16, 0.01)","0.09","0.41","-1.59","-1.62","-0.03 (-0.07, 0.01)","0.12","0.58"
"30","","WLZ Year 2","515","0.35","1.07","-1.01","-1.01","0 (-0.14, 0.15)","0.98","1","-1.14","-1.16","-0.02 (-0.09, 0.05)","0.55","0.82"
"31","","HCZ Year 2","515","0.35","1.07","-1.79","-1.8","-0.02 (-0.1, 0.07)","0.71","0.97","-1.94","-2","-0.06 (-0.13, 0.01)","0.1","0.58"
"32","","","","","","","","","","","","","","",""
"33","Ln Th1/Th2","LAZ Year 2","521","0.03","0.5","-1.31","-1.36","-0.04 (-0.14, 0.06)","0.42","0.97","-1.52","-1.53","-0.02 (-0.06, 0.02)","0.43","0.76"
"34","","WAZ Year 2","523","0.03","0.5","-1.48","-1.5","-0.02 (-0.13, 0.09)","0.7","0.97","-1.6","-1.59","0 (-0.04, 0.04)","0.89","0.93"
"35","","WLZ Year 2","521","0.03","0.5","-1.03","-1.02","0.01 (-0.12, 0.15)","0.85","0.99","-1.16","-1.16","0 (-0.06, 0.06)","0.9","0.93"
"36","","HCZ Year 2","521","0.03","0.5","-1.8","-1.8","0 (0, 0)","1","1","-1.99","-1.97","0.03 (-0.01, 0.07)","0.21","0.58"
"37","","","","","","","","","","","","","","",""
"38","Ln Th1/Th17","LAZ Year 2","515","0.18","0.7","-1.37","-1.33","0.04 (-0.07, 0.15)","0.47","0.97","-1.51","-1.51","0 (-0.04, 0.04)","0.86","0.93"
"39","","WAZ Year 2","517","0.18","0.7","-1.49","-1.48","0.01 (-0.07, 0.1)","0.74","0.97","-1.52","-1.61","-0.09 (-0.21, 0.03)","0.16","0.58"
"40","","WLZ Year 2","515","0.18","0.7","-0.97","-1.03","-0.06 (-0.26, 0.14)","0.58","0.97","-1.04","-1.12","-0.07 (-0.23, 0.09)","0.39","0.71"
"41","","HCZ Year 2","515","0.18","0.7","-1.8","-1.78","0.02 (-0.07, 0.11)","0.63","0.97","-2.01","-1.96","0.05 (0.01, 0.09)","0.03","0.58"
"42","","","","","","","","","","","","","","",""
"43","Ln IFN-y","LAZ Year 2","524","1.73","2.35","-1.38","-1.31","0.07 (-0.07, 0.21)","0.32","0.9","-1.58","-1.56","0.02 (-0.1, 0.14)","0.71","0.93"
"44","","WAZ Year 2","526","1.73","2.35","-1.49","-1.47","0.02 (-0.09, 0.12)","0.77","0.97","-1.63","-1.61","0.02 (-0.03, 0.06)","0.48","0.79"
"45","","WLZ Year 2","524","1.73","2.35","-1","-1","0 (-0.08, 0.09)","0.95","1","-1.19","-1.15","0.04 (-0.02, 0.09)","0.19","0.58"
"46","","HCZ Year 2","524","1.73","2.35","-1.87","-1.75","0.12 (-0.07, 0.32)","0.22","0.7","-2","-1.98","0.02 (-0.02, 0.07)","0.38","0.71"
"47","","","","","","","","","","","","","","",""
"48","Sum score of 13 cytokines","LAZ Year 2","524","-0.63","0.7","-1.35","-1.3","0.05 (-0.12, 0.22)","0.58","0.97","-1.5","-1.54","-0.03 (-0.09, 0.02)","0.22","0.58"
"49","","WAZ Year 2","526","-0.63","0.69","-1.47","-1.46","0 (-0.1, 0.11)","0.94","1","-1.62","-1.59","0.03 (-0.02, 0.08)","0.27","0.61"
"50","","WLZ Year 2","524","-0.63","0.7","-1.02","-0.99","0.03 (-0.07, 0.13)","0.57","0.97","-1.19","-1.13","0.06 (-0.01, 0.13)","0.08","0.58"
"51","","HCZ Year 2","524","-0.63","0.7","-1.78","-1.8","-0.02 (-0.13, 0.08)","0.69","0.97","-2","-1.97","0.03 (-0.03, 0.08)","0.33","0.66"
