"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"20","","Change in WLZ Year 1 to Year 2","522","0.86","1.35","-0.25","-0.28","-0.03 (-0.09, 0.04)","0.47","0.98","-0.04","-0.15","-0.11 (-0.28, 0.07)","0.23","0.71"
"21","","Change in HCZ Year 1 to Year 2","520","0.86","1.35","-0.06","-0.01","0.05 (0.01, 0.09)","0.01","0.3","-0.18","-0.14","0.03 (-0.01, 0.07)","0.11","0.71"
"22","","","","","","","","","","","","","","",""
"23","Ln Th2/IL-10","Change in LAZ Year 1 to Year 2","521","0.5","1.21","-0.03","-0.04","-0.01 (-0.06, 0.04)","0.7","0.98","-0.19","-0.2","-0.01 (-0.06, 0.04)","0.68","0.99"
"24","","Change in WAZ Year 1 to Year 2","523","0.5","1.21","-0.22","-0.27","-0.05 (-0.12, 0.02)","0.15","0.7","-0.31","-0.32","-0.01 (-0.05, 0.03)","0.67","0.99"
"25","","Change in WLZ Year 1 to Year 2","521","0.5","1.21","-0.22","-0.28","-0.06 (-0.15, 0.04)","0.23","0.8","-0.07","-0.09","-0.02 (-0.1, 0.05)","0.55","0.99"
"26","","Change in HCZ Year 1 to Year 2","519","0.5","1.21","-0.04","-0.03","0.01 (-0.03, 0.06)","0.57","0.98","-0.2","-0.07","0.13 (-0.01, 0.26)","0.07","0.71"
"27","","","","","","","","","","","","","","",""
"28","Ln Th17/IL-10","Change in LAZ Year 1 to Year 2","515","0.35","1.07","-0.05","-0.05","0 (-0.05, 0.05)","0.99","0.99","-0.21","-0.21","-0.01 (-0.05, 0.04)","0.75","0.99"
"29","","Change in WAZ Year 1 to Year 2","517","0.34","1.07","-0.26","-0.26","0 (-0.05, 0.04)","0.87","0.98","-0.31","-0.32","0 (-0.05, 0.04)","0.85","0.99"
"30","","Change in WLZ Year 1 to Year 2","515","0.35","1.07","-0.25","-0.25","0 (-0.08, 0.07)","0.95","0.98","-0.11","-0.12","-0.01 (-0.08, 0.05)","0.67","0.99"
"31","","Change in HCZ Year 1 to Year 2","513","0.35","1.07","-0.02","-0.03","-0.01 (-0.08, 0.06)","0.76","0.98","-0.12","-0.18","-0.06 (-0.14, 0.02)","0.11","0.71"
"32","","","","","","","","","","","","","","",""
"33","Ln Th1/Th2","Change in LAZ Year 1 to Year 2","521","0.03","0.5","-0.03","-0.01","0.02 (-0.02, 0.06)","0.43","0.98","-0.19","-0.18","0.01 (-0.04, 0.05)","0.81","0.99"
"34","","Change in WAZ Year 1 to Year 2","523","0.03","0.5","-0.26","-0.24","0.02 (-0.02, 0.06)","0.33","0.98","-0.31","-0.31","-0.01 (-0.06, 0.04)","0.78","0.99"
"35","","Change in WLZ Year 1 to Year 2","521","0.03","0.5","-0.26","-0.26","0.01 (-0.07, 0.08)","0.85","0.98","-0.11","-0.12","-0.01 (-0.09, 0.06)","0.77","0.99"
"36","","Change in HCZ Year 1 to Year 2","519","0.03","0.5","-0.05","0","0.05 (0, 0.09)","0.04","0.42","-0.19","-0.15","0.04 (0, 0.09)","0.06","0.71"
"37","","","","","","","","","","","","","","",""
"38","Ln Th1/Th17","Change in LAZ Year 1 to Year 2","515","0.18","0.7","-0.05","-0.03","0.01 (-0.03, 0.06)","0.53","0.98","-0.21","-0.2","0.01 (-0.03, 0.05)","0.65","0.99"
"39","","Change in WAZ Year 1 to Year 2","517","0.18","0.7","-0.17","-0.26","-0.09 (-0.22, 0.05)","0.21","0.8","-0.25","-0.32","-0.08 (-0.21, 0.06)","0.26","0.71"
"40","","Change in WLZ Year 1 to Year 2","515","0.18","0.7","-0.15","-0.23","-0.08 (-0.25, 0.1)","0.41","0.98","-0.04","-0.08","-0.04 (-0.21, 0.14)","0.68","0.99"
"41","","Change in HCZ Year 1 to Year 2","513","0.18","0.7","0","-0.02","-0.02 (-0.14, 0.09)","0.71","0.98","-0.11","-0.11","0 (-0.12, 0.12)","0.96","0.99"
"42","","","","","","","","","","","","","","",""
"43","Ln IFN-y","Change in LAZ Year 1 to Year 2","524","1.73","2.35","-0.09","-0.07","0.02 (-0.11, 0.14)","0.79","0.98","-0.25","-0.25","0 (-0.12, 0.12)","0.98","0.99"
"44","","Change in WAZ Year 1 to Year 2","526","1.73","2.35","-0.27","-0.25","0.01 (-0.03, 0.06)","0.61","0.98","-0.33","-0.3","0.03 (-0.02, 0.07)","0.3","0.74"
"45","","Change in WLZ Year 1 to Year 2","524","1.73","2.35","-0.27","-0.25","0.02 (-0.05, 0.09)","0.62","0.98","-0.14","-0.09","0.05 (-0.02, 0.12)","0.15","0.71"
"46","","Change in HCZ Year 1 to Year 2","522","1.73","2.35","-0.03","-0.02","0 (-0.06, 0.06)","0.96","0.98","-0.17","-0.14","0.03 (-0.02, 0.09)","0.2","0.71"
"47","","","","","","","","","","","","","","",""
"48","Sum score of 13 cytokines","Change in LAZ Year 1 to Year 2","524","-0.63","0.7","-0.06","-0.05","0.01 (-0.11, 0.13)","0.9","0.98","-0.22","-0.22","0 (-0.12, 0.12)","0.96","0.99"
"49","","Change in WAZ Year 1 to Year 2","526","-0.63","0.69","-0.31","-0.23","0.08 (-0.04, 0.2)","0.19","0.8","-0.33","-0.29","0.04 (-0.02, 0.09)","0.2","0.71"
"50","","Change in WLZ Year 1 to Year 2","524","-0.63","0.7","-0.29","-0.23","0.05 (-0.03, 0.13)","0.23","0.8","-0.12","-0.06","0.06 (-0.01, 0.14)","0.09","0.71"
"51","","Change in HCZ Year 1 to Year 2","522","-0.63","0.69","-0.03","-0.03","0.01 (-0.05, 0.07)","0.81","0.98","-0.15","-0.15","0 (-0.08, 0.09)","0.94","0.99"
