"","name","Outcome","N","25th Percentile","75th Percentile"," Outcome, 75th Percentile v. 25th Percentile"," "," "," "," "," "," "," "," "," "
"23","Ln Th17/IL-10","Length velocity (cm/month) Year 1 to Year 2","515","0.35","1.07","0.81","0.8","-0.01 (-0.02, 0)","0.23","0.6","0.8","0.79","0 (-0.01, 0.01)","0.43","0.81"
"24","","Weight velocity (kg/month) Year 1 to Year 2","517","0.34","1.07","0.15","0.15","0 (-0.01, 0)","0.29","0.62","0.15","0.15","0 (-0.01, 0)","0.23","0.81"
"25","","Head circumference velocity (cm/month) Year 1 to Year 2","515","0.35","1.07","0.15","0.14","0 (-0.01, 0.01)","0.56","0.83","0.14","0.14","0 (-0.01, 0)","0.33","0.81"
"26","","","","","","","","","","","","","","",""
"27","Ln Th1/Th2","Length velocity (cm/month) Year 1 to Year 2","521","0.03","0.5","0.81","0.8","0 (-0.02, 0.01)","0.53","0.83","0.8","0.8","0 (-0.01, 0.01)","0.95","0.97"
"28","","Weight velocity (kg/month) Year 1 to Year 2","523","0.03","0.5","0.15","0.15","0 (0, 0)","0.94","0.97","0.15","0.15","0 (0, 0)","0.83","0.97"
"29","","Head circumference velocity (cm/month) Year 1 to Year 2","521","0.03","0.5","0.14","0.15","0 (0, 0.01)","0.74","0.86","0.14","0.14","0 (0, 0.01)","0.79","0.94"
"30","","","","","","","","","","","","","","",""
"31","Ln Th1/Th17","Length velocity (cm/month) Year 1 to Year 2","515","0.18","0.7","0.8","0.81","0.01 (0, 0.02)","0.21","0.6","0.79","0.8","0 (-0.01, 0.02)","0.53","0.88"
"32","","Weight velocity (kg/month) Year 1 to Year 2","517","0.18","0.7","0.16","0.15","-0.01 (-0.02, 0)","0.11","0.6","0.16","0.15","-0.01 (-0.02, 0)","0.17","0.81"
"33","","Head circumference velocity (cm/month) Year 1 to Year 2","515","0.18","0.7","0.14","0.15","0 (0, 0.01)","0.22","0.6","0.14","0.14","0 (0, 0.01)","0.13","0.81"
"34","","","","","","","","","","","","","","",""
"35","Ln IFN-y","Length velocity (cm/month) Year 1 to Year 2","524","1.73","2.35","0.79","0.8","0.01 (-0.02, 0.04)","0.69","0.83","0.79","0.79","0 (-0.03, 0.03)","0.97","0.97"
"36","","Weight velocity (kg/month) Year 1 to Year 2","526","1.73","2.35","0.15","0.15","0 (0, 0)","0.59","0.83","0.14","0.15","0 (-0.01, 0.01)","0.39","0.81"
"37","","Head circumference velocity (cm/month) Year 1 to Year 2","524","1.73","2.35","0.15","0.15","0 (-0.01, 0.01)","0.62","0.83","0.14","0.14","0 (-0.01, 0.01)","0.68","0.88"
"38","","","","","","","","","","","","","","",""
"39","Sum score of 13 cytokines","Length velocity (cm/month) Year 1 to Year 2","524","-0.63","0.7","0.81","0.81","0 (-0.02, 0.01)","0.6","0.83","0.8","0.8","-0.01 (-0.02, 0.01)","0.42","0.81"
"40","","Weight velocity (kg/month) Year 1 to Year 2","526","-0.63","0.69","0.15","0.15","0 (0, 0.01)","0.39","0.73","0.15","0.15","0 (0, 0.01)","0.27","0.81"
"41","","Head circumference velocity (cm/month) Year 1 to Year 2","524","-0.63","0.7","0.14","0.14","0 (-0.01, 0.01)","0.9","0.95","0.14","0.14","0 (-0.01, 0.01)","0.61","0.88"
